NLOC,CCN,token,PARAM,length,location,file,function
3,1,16,3,3,normalAdd@2-4@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\clean.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\clean.js,normalAdd
55,52,525,1,55,veryLongFunction@2-56@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\long_function.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\long_function.js,veryLongFunction
3,1,10,1,3,stepOne@2-4@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,stepOne
3,1,10,1,3,stepTwo@6-8@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,stepTwo
3,1,10,1,3,stepThree@10-12@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,stepThree
3,1,10,1,3,stepFour@14-16@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,stepFour
3,1,10,1,3,stepFive@18-20@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\moderate.js,stepFive
10,4,35,1,10,nestedExample@2-11@D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\nested_control.js,D:\Research in Missing Metrics\JavaScript\File & Function Length\workspace\file_function_length_benchmark\cases\nested_control.js,nestedExample
