Repository Name,Total Python Files,Total Functions,Total Decisions,Total Conditions,Decision Coverage %,Condition Coverage %,MC/DC Coverage %,Execution Time (seconds)
python-tool-testing-pymcdc,18,7,14,47,0.0,0.0,0.0,3.24162
