Repository Name,Programming Language,Package Manager,ESLint Version,SonarJS Plugin Version,Total Files Scanned,Total TypeScript Files,Total Errors,Total Warnings,Total SonarJS Findings,Total ESLint Findings
typescript-tool-testing-eslint-eslint-plugin-sonarjs,TypeScript,npm,9.39.5,3.0.7,23,14,146,0,7,146
