NLOC,CCN,token,PARAM,length,location,file,function
3,1,20,3,3,CleanDemo::add@4-6@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\CleanDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\CleanDemo.java,CleanDemo::add
55,52,629,1,55,LongMethodDemo::veryLongMethod@5-59@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\LongMethodDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\LongMethodDemo.java,LongMethodDemo::veryLongMethod
3,1,12,1,3,ModerateDemo::stepOne@4-6@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,ModerateDemo::stepOne
3,1,12,1,3,ModerateDemo::stepTwo@8-10@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,ModerateDemo::stepTwo
3,1,12,1,3,ModerateDemo::stepThree@12-14@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,ModerateDemo::stepThree
3,1,12,1,3,ModerateDemo::stepFour@16-18@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,ModerateDemo::stepFour
3,1,12,1,3,ModerateDemo::stepFive@20-22@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\ModerateDemo.java,ModerateDemo::stepFive
10,4,37,1,10,NestedControlDemo::nestedExample@4-13@D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\NestedControlDemo.java,D:\Research in Missing Metrics\Java\File & Function Length\workspace\file_function_length_benchmark\src\cases\NestedControlDemo.java,NestedControlDemo::nestedExample
