repository_name,repository_path,java_version,build_tool,total_packages,total_classes,repository_size_bytes
java-tool-testing-jacoco,D:\Research in Missing Metrics\Java\JaCoCo Coverage\workspace\java-tool-testing-jacoco,"openjdk version ""17.0.19"" 2026-04-21 | OpenJDK Runtime Environment Temurin-17.0.19+10 (build 17.0.19+10) | OpenJDK 64-Bit Server VM Temurin-17.0.19+10 (build 17.0.19+10, mixed mode, sharing)",Maven,2,23,67393
