Total Packages,Total Classes,Instruction Coverage %,Branch Coverage %,Line Coverage %,Method Coverage %,Class Coverage %,Complexity Coverage %,Execution Time (seconds),Repository Name,Build Tool
1,3,98.46,84.38,100.0,100.0,100.0,85.71,17.16507,java-tool-testing-jacoco,Maven
