Repository Name,Package Manager,Total Dependencies,Vulnerable Dependencies,Open Alerts,Fixed Alerts,Dismissed Alerts,Critical Alerts,High Alerts,Moderate Alerts,Low Alerts
typescript-tool-testing-dependabot,npm,121,0,0,0,0,0,0,0,0
