NLOC,CCN,token,PARAM,length,location,file,function
4,1,20,3,4,CleanDemo::Add@5-8@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\CleanDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\CleanDemo.cs,CleanDemo::Add
56,52,527,1,56,LongMethodDemo::VeryLongMethod@6-61@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\LongMethodDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\LongMethodDemo.cs,LongMethodDemo::VeryLongMethod
1,1,10,1,1,ModerateDemo::StepOne@5-5@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,ModerateDemo::StepOne
1,1,10,1,1,ModerateDemo::StepTwo@7-7@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,ModerateDemo::StepTwo
1,1,10,1,1,ModerateDemo::StepThree@9-9@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,ModerateDemo::StepThree
1,1,10,1,1,ModerateDemo::StepFour@11-11@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,ModerateDemo::StepFour
1,1,10,1,1,ModerateDemo::StepFive@13-13@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\ModerateDemo.cs,ModerateDemo::StepFive
14,4,37,1,14,NestedControlDemo::NestedExample@5-18@D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\NestedControlDemo.cs,D:\Research in Missing Metrics\CSharp\File & Function Length\workspace\file_function_length_benchmark\cases\NestedControlDemo.cs,NestedControlDemo::NestedExample
